Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Total Sales,Payment Method,Date,Time,Day of Week,VAT (5%),Gross Income,Customer Satisfaction Score
INV-0406,C,Chicago,Member,Male,Personal Care,30.49,10,304.9,Cash,02/02/2024,15:57:00,Friday,15.24,289.66,10
INV-0407,C,Chicago,Normal,Male,Beverages,86.17,7,603.19,E-wallet,10/02/2024,17:27:00,Saturday,30.16,573.03,7
INV-0408,A,New York,Normal,Male,Personal Care,72.2,7,505.4,E-wallet,08/01/2024,08:08:00,Monday,25.27,480.13,7
INV-0409,A,New York,Normal,Female,Clothing,55.21,10,552.1,Cash,26/01/2024,17:29:00,Friday,27.61,524.49,1
INV-0410,A,New York,Member,Male,Clothing,20.27,7,141.89,Cash,18/01/2024,08:18:00,Thursday,7.09,134.8,5
INV-0411,B,Los Angeles,Member,Male,Electronics,17.99,4,71.96,Cash,13/01/2024,16:48:00,Saturday,3.6,68.36,4
INV-0412,A,New York,Member,Female,Snacks,58.69,7,410.83,Cash,09/01/2024,12:30:00,Tuesday,20.54,390.29,5
INV-0413,A,New York,Normal,Male,Beverages,60.1,9,540.9,Credit Card,06/02/2024,11:18:00,Tuesday,27.05,513.85,9
INV-0414,C,Chicago,Normal,Female,Personal Care,29.59,3,88.77,Cash,26/03/2024,10:05:00,Tuesday,4.44,84.33,10
INV-0415,C,Chicago,Member,Male,Snacks,11.03,4,44.12,Credit Card,20/01/2024,17:04:00,Saturday,2.21,41.91,3
INV-0416,B,Los Angeles,Member,Male,Home Appliances,20.04,2,40.08,Cash,13/01/2024,17:52:00,Saturday,2,38.08,1
INV-0417,B,Los Angeles,Member,Male,Snacks,37.31,3,111.93,E-wallet,22/01/2024,11:36:00,Monday,5.6,106.33,7
INV-0418,B,Los Angeles,Member,Male,Snacks,26.34,9,237.06,Credit Card,11/01/2024,19:44:00,Thursday,11.85,225.21,9
INV-0419,A,New York,Normal,Male,Clothing,78.62,4,314.48,Credit Card,03/02/2024,17:03:00,Saturday,15.72,298.76,8
INV-0420,C,Chicago,Normal,Male,Clothing,70.34,4,281.36,Cash,14/03/2024,13:37:00,Thursday,14.07,267.29,3
INV-0421,B,Los Angeles,Member,Female,Electronics,82.21,3,246.63,Credit Card,28/01/2024,19:37:00,Sunday,12.33,234.3,9
INV-0422,A,New York,Normal,Male,Beverages,30.68,4,122.72,Cash,11/02/2024,11:05:00,Sunday,6.14,116.58,2
INV-0423,B,Los Angeles,Member,Female,Personal Care,56.45,8,451.6,Cash,10/03/2024,12:21:00,Sunday,22.58,429.02,10
INV-0424,B,Los Angeles,Member,Female,Snacks,44.39,6,266.34,Credit Card,16/02/2024,10:02:00,Friday,13.32,253.02,8
INV-0425,A,New York,Member,Female,Beverages,61.29,8,490.32,Cash,24/01/2024,20:18:00,Wednesday,24.52,465.8,6
INV-0426,A,New York,Member,Male,Home Appliances,17.82,3,53.46,Credit Card,11/02/2024,08:47:00,Sunday,2.67,50.79,4
INV-0427,A,New York,Normal,Male,Personal Care,12.95,8,103.6,E-wallet,09/03/2024,09:11:00,Saturday,5.18,98.42,5
INV-0428,B,Los Angeles,Member,Female,Clothing,15.33,9,137.97,Cash,30/01/2024,17:30:00,Tuesday,6.9,131.07,3
INV-0429,C,Chicago,Member,Female,Electronics,23.29,6,139.74,E-wallet,12/03/2024,15:29:00,Tuesday,6.99,132.75,1
INV-0430,C,Chicago,Normal,Female,Beverages,57.9,2,115.8,Credit Card,06/03/2024,08:53:00,Wednesday,5.79,110.01,10
INV-0431,A,New York,Member,Female,Personal Care,47.63,7,333.41,E-wallet,11/03/2024,16:18:00,Monday,16.67,316.74,7
INV-0432,C,Chicago,Member,Male,Electronics,11.64,3,34.92,Credit Card,31/01/2024,18:42:00,Wednesday,1.75,33.17,9
INV-0433,B,Los Angeles,Member,Male,Beverages,83.74,10,837.4,Cash,02/03/2024,14:06:00,Saturday,41.87,795.53,9
INV-0434,B,Los Angeles,Member,Male,Personal Care,22.32,6,133.92,Cash,23/01/2024,12:13:00,Tuesday,6.7,127.22,8
INV-0435,C,Chicago,Normal,Female,Electronics,18.42,8,147.36,Cash,25/03/2024,21:14:00,Monday,7.37,139.99,6
INV-0436,C,Chicago,Member,Female,Home Appliances,47.24,3,141.72,Credit Card,14/01/2024,21:32:00,Sunday,7.09,134.63,9
INV-0437,B,Los Angeles,Member,Male,Electronics,21.62,1,21.62,Cash,29/02/2024,10:51:00,Thursday,1.08,20.54,1
INV-0438,B,Los Angeles,Normal,Male,Beverages,99.5,6,597,Credit Card,29/01/2024,10:14:00,Monday,29.85,567.15,10
INV-0439,B,Los Angeles,Member,Male,Beverages,59.89,8,479.12,E-wallet,13/01/2024,17:22:00,Saturday,23.96,455.16,5
INV-0440,C,Chicago,Normal,Female,Electronics,16.35,3,49.05,Cash,03/03/2024,17:47:00,Sunday,2.45,46.6,10
INV-0441,A,New York,Member,Male,Electronics,53.84,1,53.84,Credit Card,18/01/2024,15:12:00,Thursday,2.69,51.15,7
INV-0442,B,Los Angeles,Normal,Male,Personal Care,99.55,1,99.55,E-wallet,16/03/2024,13:27:00,Saturday,4.98,94.57,8
INV-0443,B,Los Angeles,Member,Male,Personal Care,78.09,8,624.72,Credit Card,01/03/2024,18:41:00,Friday,31.24,593.48,4
INV-0444,A,New York,Member,Male,Electronics,89.49,3,268.47,Cash,07/03/2024,20:01:00,Thursday,13.42,255.05,7
INV-0445,B,Los Angeles,Normal,Male,Snacks,35.92,1,35.92,Cash,07/03/2024,09:18:00,Thursday,1.8,34.12,7
INV-0446,C,Chicago,Normal,Male,Beverages,81.39,3,244.17,E-wallet,26/03/2024,09:28:00,Tuesday,12.21,231.96,10
INV-0447,C,Chicago,Normal,Male,Electronics,91.99,4,367.96,E-wallet,31/01/2024,09:00:00,Wednesday,18.4,349.56,8
INV-0448,C,Chicago,Member,Female,Electronics,27.09,6,162.54,E-wallet,23/02/2024,21:27:00,Friday,8.13,154.41,6
INV-0449,A,New York,Normal,Female,Beverages,22.63,5,113.15,Credit Card,19/02/2024,20:52:00,Monday,5.66,107.49,10
INV-0450,C,Chicago,Normal,Male,Snacks,58.1,7,406.7,Credit Card,27/01/2024,12:49:00,Saturday,20.34,386.36,7
INV-0451,C,Chicago,Member,Male,Snacks,18.95,4,75.8,Credit Card,28/01/2024,16:15:00,Sunday,3.79,72.01,8
INV-0452,A,New York,Normal,Female,Clothing,11.59,6,69.54,Credit Card,30/03/2024,12:46:00,Saturday,3.48,66.06,8
INV-0453,C,Chicago,Normal,Female,Snacks,65.71,5,328.55,Cash,09/02/2024,10:26:00,Friday,16.43,312.12,8
INV-0454,A,New York,Normal,Female,Snacks,99.19,7,694.33,E-wallet,20/01/2024,09:23:00,Saturday,34.72,659.61,6
INV-0455,A,New York,Normal,Female,Home Appliances,19.92,1,19.92,Credit Card,21/03/2024,16:45:00,Thursday,1,18.92,5
INV-0456,C,Chicago,Normal,Female,Snacks,39.53,5,197.65,Credit Card,10/01/2024,08:48:00,Wednesday,9.88,187.77,1
INV-0457,A,New York,Member,Male,Snacks,77.32,9,695.88,Credit Card,09/01/2024,12:42:00,Tuesday,34.79,661.09,10
INV-0458,B,Los Angeles,Member,Male,Electronics,13.52,6,81.12,Cash,02/02/2024,19:59:00,Friday,4.06,77.06,7
INV-0459,A,New York,Member,Female,Electronics,64.36,1,64.36,Cash,05/02/2024,08:32:00,Monday,3.22,61.14,4
INV-0460,A,New York,Member,Male,Personal Care,18.85,5,94.25,E-wallet,23/03/2024,08:34:00,Saturday,4.71,89.54,10
INV-0461,A,New York,Normal,Female,Electronics,5.61,2,11.22,Credit Card,16/03/2024,18:45:00,Saturday,0.56,10.66,10
INV-0462,A,New York,Normal,Female,Home Appliances,15.21,7,106.47,Cash,12/02/2024,12:01:00,Monday,5.32,101.15,10
INV-0463,B,Los Angeles,Normal,Male,Personal Care,38.31,10,383.1,E-wallet,12/03/2024,12:01:00,Tuesday,19.16,363.94,2
INV-0464,A,New York,Member,Male,Home Appliances,67.85,2,135.7,E-wallet,15/02/2024,14:23:00,Thursday,6.79,128.91,3
INV-0465,A,New York,Member,Male,Personal Care,75.18,9,676.62,Cash,22/01/2024,14:43:00,Monday,33.83,642.79,9
INV-0466,B,Los Angeles,Member,Female,Snacks,23.17,10,231.7,E-wallet,10/03/2024,08:41:00,Sunday,11.59,220.11,4
INV-0467,B,Los Angeles,Normal,Male,Electronics,52.26,5,261.3,Cash,14/01/2024,16:07:00,Sunday,13.07,248.23,8
INV-0468,C,Chicago,Normal,Male,Home Appliances,99.59,7,697.13,Credit Card,22/03/2024,17:14:00,Friday,34.86,662.27,10
INV-0469,B,Los Angeles,Normal,Female,Snacks,11.04,7,77.28,Cash,13/01/2024,10:31:00,Saturday,3.86,73.42,6
INV-0470,B,Los Angeles,Member,Male,Snacks,64.15,9,577.35,Cash,03/02/2024,17:00:00,Saturday,28.87,548.48,1
INV-0471,A,New York,Normal,Female,Clothing,43.33,4,173.32,Credit Card,10/01/2024,11:47:00,Wednesday,8.67,164.65,10
INV-0472,A,New York,Normal,Female,Home Appliances,95.02,10,950.2,Cash,17/02/2024,20:06:00,Saturday,47.51,902.69,9
INV-0473,A,New York,Normal,Female,Home Appliances,83.48,3,250.44,E-wallet,03/02/2024,15:40:00,Saturday,12.52,237.92,3
INV-0474,C,Chicago,Normal,Male,Home Appliances,84.13,4,336.52,E-wallet,04/01/2024,13:19:00,Thursday,16.83,319.69,5
INV-0475,C,Chicago,Member,Male,Snacks,39.91,5,199.55,E-wallet,10/03/2024,15:01:00,Sunday,9.98,189.57,9
INV-0476,A,New York,Normal,Female,Electronics,25.19,6,151.14,Credit Card,19/01/2024,15:23:00,Friday,7.56,143.58,2
INV-0477,C,Chicago,Normal,Male,Beverages,59.31,5,296.55,E-wallet,02/02/2024,10:22:00,Friday,14.83,281.72,9
INV-0478,A,New York,Member,Male,Clothing,98.42,5,492.1,Cash,24/01/2024,11:57:00,Wednesday,24.61,467.49,7
INV-0479,A,New York,Normal,Male,Electronics,84.1,9,756.9,Cash,30/01/2024,18:21:00,Tuesday,37.84,719.06,10
INV-0480,C,Chicago,Member,Male,Electronics,99.25,3,297.75,Credit Card,07/03/2024,16:25:00,Thursday,14.89,282.86,4
INV-0481,B,Los Angeles,Member,Female,Snacks,64.05,8,512.4,E-wallet,20/03/2024,19:12:00,Wednesday,25.62,486.78,6
INV-0482,A,New York,Member,Male,Home Appliances,26.9,3,80.7,Cash,23/03/2024,20:03:00,Saturday,4.04,76.66,5
INV-0483,A,New York,Normal,Male,Personal Care,32.73,2,65.46,Cash,21/02/2024,11:30:00,Wednesday,3.27,62.19,3
INV-0484,C,Chicago,Member,Male,Home Appliances,55.21,1,55.21,Credit Card,13/02/2024,18:26:00,Tuesday,2.76,52.45,7
INV-0485,A,New York,Member,Male,Clothing,34.08,8,272.64,Credit Card,18/03/2024,20:38:00,Monday,13.63,259.01,6
INV-0486,A,New York,Normal,Male,Personal Care,16.39,8,131.12,E-wallet,01/02/2024,10:39:00,Thursday,6.56,124.56,8
INV-0487,C,Chicago,Member,Male,Electronics,30.1,9,270.9,E-wallet,10/03/2024,10:58:00,Sunday,13.54,257.36,1
INV-0488,A,New York,Normal,Male,Personal Care,17,2,34,Credit Card,15/01/2024,18:51:00,Monday,1.7,32.3,2
INV-0489,B,Los Angeles,Member,Male,Personal Care,97.4,9,876.6,Cash,08/02/2024,11:10:00,Thursday,43.83,832.77,3
INV-0490,A,New York,Normal,Female,Home Appliances,72.48,9,652.32,E-wallet,22/01/2024,19:48:00,Monday,32.62,619.7,6
INV-0491,A,New York,Normal,Male,Snacks,64.43,6,386.58,Cash,28/03/2024,14:50:00,Thursday,19.33,367.25,2
INV-0492,A,New York,Normal,Male,Clothing,76.15,4,304.6,E-wallet,19/03/2024,15:19:00,Tuesday,15.23,289.37,6
INV-0493,A,New York,Member,Male,Home Appliances,49.84,8,398.72,Credit Card,22/01/2024,15:16:00,Monday,19.94,378.78,7
INV-0494,A,New York,Member,Male,Home Appliances,77.11,5,385.55,Cash,24/03/2024,08:18:00,Sunday,19.28,366.27,3
INV-0495,B,Los Angeles,Normal,Female,Home Appliances,76.59,7,536.13,Cash,13/03/2024,18:45:00,Wednesday,26.81,509.32,4
INV-0496,A,New York,Normal,Male,Beverages,63.45,5,317.25,Cash,14/01/2024,17:54:00,Sunday,15.86,301.39,6
INV-0497,B,Los Angeles,Normal,Male,Clothing,40.25,5,201.25,Credit Card,04/02/2024,10:15:00,Sunday,10.06,191.19,10
INV-0498,C,Chicago,Normal,Female,Snacks,85.56,2,171.12,Credit Card,23/01/2024,16:11:00,Tuesday,8.56,162.56,10
INV-0499,A,New York,Member,Male,Electronics,97.53,9,877.77,Cash,11/03/2024,15:37:00,Monday,43.89,833.88,9
INV-0500,A,New York,Normal,Male,Beverages,61.43,9,552.87,Credit Card,09/03/2024,11:11:00,Saturday,27.64,525.23,1
INV-0501,A,New York,Member,Male,Personal Care,72.53,4,290.12,E-wallet,02/03/2024,17:05:00,Saturday,14.51,275.61,10
INV-0502,C,Chicago,Member,Female,Snacks,34.82,10,348.2,Cash,30/01/2024,17:07:00,Tuesday,17.41,330.79,7
INV-0503,C,Chicago,Member,Male,Personal Care,69.45,10,694.5,Cash,27/02/2024,12:08:00,Tuesday,34.73,659.77,8
INV-0504,A,New York,Normal,Male,Clothing,33.15,7,232.05,E-wallet,27/01/2024,18:30:00,Saturday,11.6,220.45,5
INV-0505,C,Chicago,Normal,Female,Clothing,68.47,9,616.23,Credit Card,11/01/2024,21:57:00,Thursday,30.81,585.42,10
INV-0506,C,Chicago,Normal,Male,Electronics,45.22,6,271.32,Credit Card,01/02/2024,09:14:00,Thursday,13.57,257.75,9
INV-0507,C,Chicago,Member,Female,Beverages,78.37,6,470.22,Cash,16/03/2024,11:31:00,Saturday,23.51,446.71,8
INV-0508,C,Chicago,Normal,Female,Electronics,51.94,1,51.94,E-wallet,05/01/2024,11:07:00,Friday,2.6,49.34,2
INV-0509,C,Chicago,Member,Male,Electronics,91.96,3,275.88,Credit Card,18/01/2024,09:18:00,Thursday,13.79,262.09,2
INV-0510,A,New York,Member,Female,Snacks,51.96,8,415.68,E-wallet,22/01/2024,16:07:00,Monday,20.78,394.9,5
INV-0511,A,New York,Member,Male,Personal Care,81.53,6,489.18,Cash,04/02/2024,12:05:00,Sunday,24.46,464.72,8
INV-0512,A,New York,Normal,Male,Personal Care,78.86,7,552.02,Credit Card,25/02/2024,08:15:00,Sunday,27.6,524.42,6
INV-0513,C,Chicago,Member,Male,Clothing,52.11,1,52.11,Credit Card,19/01/2024,08:59:00,Friday,2.61,49.5,6
INV-0514,C,Chicago,Normal,Male,Electronics,92.74,4,370.96,Cash,04/02/2024,19:31:00,Sunday,18.55,352.41,6
INV-0515,B,Los Angeles,Normal,Female,Personal Care,55.58,7,389.06,Credit Card,23/02/2024,13:05:00,Friday,19.45,369.61,7
INV-0516,C,Chicago,Member,Male,Clothing,19.6,1,19.6,Cash,07/02/2024,14:32:00,Wednesday,0.98,18.62,5
INV-0517,A,New York,Normal,Female,Beverages,15.63,7,109.41,E-wallet,29/01/2024,12:23:00,Monday,5.47,103.94,5
INV-0518,C,Chicago,Member,Male,Beverages,47.04,3,141.12,Cash,01/03/2024,08:06:00,Friday,7.06,134.06,4
INV-0519,A,New York,Member,Male,Home Appliances,94.09,5,470.45,Credit Card,21/01/2024,20:23:00,Sunday,23.52,446.93,4
INV-0520,A,New York,Member,Female,Beverages,38.02,9,342.18,Cash,15/01/2024,19:41:00,Monday,17.11,325.07,3
INV-0521,A,New York,Member,Female,Home Appliances,9.42,6,56.52,Credit Card,05/02/2024,16:27:00,Monday,2.83,53.69,2
INV-0522,A,New York,Normal,Male,Electronics,71.2,3,213.6,Credit Card,16/01/2024,10:33:00,Tuesday,10.68,202.92,10
INV-0523,C,Chicago,Normal,Male,Clothing,29.74,4,118.96,Cash,03/01/2024,21:09:00,Wednesday,5.95,113.01,5
INV-0524,B,Los Angeles,Member,Female,Home Appliances,62.64,5,313.2,E-wallet,16/01/2024,14:13:00,Tuesday,15.66,297.54,10
INV-0525,B,Los Angeles,Normal,Male,Home Appliances,60.62,4,242.48,E-wallet,18/03/2024,13:39:00,Monday,12.12,230.36,6
INV-0526,B,Los Angeles,Member,Male,Home Appliances,14.86,9,133.74,Cash,25/03/2024,17:11:00,Monday,6.69,127.05,7
INV-0527,A,New York,Normal,Female,Beverages,86.63,2,173.26,Credit Card,23/01/2024,12:15:00,Tuesday,8.66,164.6,5
INV-0528,C,Chicago,Normal,Female,Personal Care,97.53,5,487.65,Cash,20/02/2024,16:27:00,Tuesday,24.38,463.27,10
INV-0529,B,Los Angeles,Normal,Male,Home Appliances,57.44,7,402.08,Cash,28/01/2024,21:27:00,Sunday,20.1,381.98,1
INV-0530,B,Los Angeles,Member,Female,Personal Care,53.69,7,375.83,E-wallet,29/01/2024,18:07:00,Monday,18.79,357.04,7
INV-0531,C,Chicago,Normal,Male,Home Appliances,27.73,7,194.11,E-wallet,13/02/2024,10:31:00,Tuesday,9.71,184.4,1
INV-0532,C,Chicago,Normal,Male,Snacks,85.75,3,257.25,Cash,22/01/2024,19:16:00,Monday,12.86,244.39,9
INV-0533,B,Los Angeles,Member,Female,Beverages,62.68,7,438.76,Credit Card,16/01/2024,19:29:00,Tuesday,21.94,416.82,1
INV-0534,A,New York,Normal,Female,Home Appliances,31.84,3,95.52,Cash,19/03/2024,12:25:00,Tuesday,4.78,90.74,2
INV-0535,B,Los Angeles,Member,Female,Snacks,56.13,5,280.65,E-wallet,08/03/2024,21:45:00,Friday,14.03,266.62,6
INV-0536,B,Los Angeles,Member,Female,Beverages,20.11,6,120.66,Credit Card,04/03/2024,11:20:00,Monday,6.03,114.63,2
INV-0537,C,Chicago,Member,Female,Personal Care,81.29,6,487.74,E-wallet,21/02/2024,12:36:00,Wednesday,24.39,463.35,10
INV-0538,B,Los Angeles,Member,Female,Electronics,24.09,2,48.18,E-wallet,07/02/2024,18:00:00,Wednesday,2.41,45.77,2
INV-0539,C,Chicago,Member,Female,Personal Care,28.04,9,252.36,E-wallet,28/03/2024,17:14:00,Thursday,12.62,239.74,6
INV-0540,A,New York,Normal,Male,Home Appliances,36.25,3,108.75,E-wallet,01/03/2024,14:07:00,Friday,5.44,103.31,7
INV-0541,A,New York,Member,Female,Electronics,80.46,9,724.14,Cash,15/01/2024,09:35:00,Monday,36.21,687.93,8
INV-0542,A,New York,Normal,Male,Home Appliances,68.87,10,688.7,E-wallet,06/01/2024,11:21:00,Saturday,34.44,654.26,1
INV-0543,A,New York,Normal,Female,Snacks,86.65,3,259.95,Cash,20/01/2024,14:58:00,Saturday,13,246.95,2
INV-0544,C,Chicago,Member,Male,Beverages,39.29,2,78.58,Credit Card,22/01/2024,16:09:00,Monday,3.93,74.65,5
INV-0545,B,Los Angeles,Normal,Male,Personal Care,8.11,4,32.44,E-wallet,13/02/2024,16:17:00,Tuesday,1.62,30.82,1
INV-0546,A,New York,Member,Female,Home Appliances,31.1,10,311,Cash,15/01/2024,19:23:00,Monday,15.55,295.45,4
INV-0547,A,New York,Member,Male,Beverages,75.82,9,682.38,Cash,02/03/2024,19:42:00,Saturday,34.12,648.26,3
INV-0548,C,Chicago,Member,Female,Snacks,57.8,7,404.6,E-wallet,04/02/2024,16:33:00,Sunday,20.23,384.37,3
INV-0549,A,New York,Normal,Female,Beverages,30.52,3,91.56,E-wallet,23/01/2024,18:27:00,Tuesday,4.58,86.98,3
INV-0550,C,Chicago,Normal,Male,Snacks,71.04,8,568.32,Credit Card,15/02/2024,16:26:00,Thursday,28.42,539.9,8
INV-0551,B,Los Angeles,Normal,Female,Snacks,57.9,3,173.7,Cash,02/03/2024,19:08:00,Saturday,8.69,165.01,5
INV-0552,A,New York,Member,Female,Personal Care,23.59,8,188.72,E-wallet,12/01/2024,09:42:00,Friday,9.44,179.28,5
INV-0553,B,Los Angeles,Normal,Female,Beverages,93.44,5,467.2,E-wallet,24/02/2024,20:53:00,Saturday,23.36,443.84,9
INV-0554,B,Los Angeles,Member,Female,Snacks,61.89,9,557.01,Credit Card,18/01/2024,12:36:00,Thursday,27.85,529.16,4
INV-0555,B,Los Angeles,Member,Female,Beverages,60.57,8,484.56,Cash,07/02/2024,16:09:00,Wednesday,24.23,460.33,2
INV-0556,A,New York,Member,Female,Electronics,36.2,10,362,E-wallet,15/03/2024,14:12:00,Friday,18.1,343.9,1
INV-0557,A,New York,Normal,Male,Beverages,90.31,6,541.86,Credit Card,31/01/2024,18:09:00,Wednesday,27.09,514.77,3
INV-0558,C,Chicago,Normal,Female,Snacks,96.78,4,387.12,Credit Card,11/02/2024,17:58:00,Sunday,19.36,367.76,7
INV-0559,B,Los Angeles,Normal,Female,Snacks,16.77,3,50.31,Credit Card,01/02/2024,09:10:00,Thursday,2.52,47.79,3
INV-0560,A,New York,Normal,Male,Snacks,30.6,2,61.2,Cash,19/01/2024,13:06:00,Friday,3.06,58.14,2
INV-0561,C,Chicago,Member,Female,Snacks,93.12,9,838.08,E-wallet,02/03/2024,15:01:00,Saturday,41.9,796.18,3
INV-0562,B,Los Angeles,Member,Female,Snacks,31.99,10,319.9,Cash,23/02/2024,19:18:00,Friday,15.99,303.91,2
INV-0563,A,New York,Member,Male,Personal Care,53.62,2,107.24,Cash,22/02/2024,17:45:00,Thursday,5.36,101.88,10
INV-0564,B,Los Angeles,Normal,Male,Electronics,17.25,10,172.5,E-wallet,15/02/2024,14:27:00,Thursday,8.62,163.88,5
INV-0565,A,New York,Member,Female,Electronics,41.61,4,166.44,E-wallet,04/01/2024,16:47:00,Thursday,8.32,158.12,6
INV-0566,B,Los Angeles,Normal,Female,Clothing,41.52,4,166.08,Cash,19/02/2024,14:31:00,Monday,8.3,157.78,8
INV-0567,C,Chicago,Member,Female,Electronics,53.55,4,214.2,Credit Card,29/03/2024,18:53:00,Friday,10.71,203.49,7
INV-0568,C,Chicago,Normal,Female,Personal Care,91.34,8,730.72,E-wallet,11/01/2024,12:58:00,Thursday,36.54,694.18,7
INV-0569,B,Los Angeles,Normal,Male,Clothing,87.22,2,174.44,Cash,27/02/2024,14:19:00,Tuesday,8.72,165.72,7
INV-0570,C,Chicago,Normal,Male,Home Appliances,81.52,6,489.12,Cash,24/03/2024,19:59:00,Sunday,24.46,464.66,4
INV-0571,C,Chicago,Normal,Female,Clothing,99.79,6,598.74,Cash,26/01/2024,14:32:00,Friday,29.94,568.8,4
INV-0572,A,New York,Normal,Female,Home Appliances,72.3,10,723,Credit Card,17/01/2024,12:09:00,Wednesday,36.15,686.85,7
INV-0573,A,New York,Normal,Female,Beverages,31.35,5,156.75,E-wallet,10/02/2024,20:17:00,Saturday,7.84,148.91,3
INV-0574,C,Chicago,Member,Male,Clothing,71.88,9,646.92,E-wallet,24/01/2024,08:19:00,Wednesday,32.35,614.57,8
INV-0575,C,Chicago,Normal,Female,Snacks,80.9,3,242.7,Credit Card,10/03/2024,14:25:00,Sunday,12.13,230.57,6
INV-0576,A,New York,Normal,Female,Personal Care,68.6,1,68.6,Credit Card,08/03/2024,15:19:00,Friday,3.43,65.17,5
INV-0577,C,Chicago,Normal,Female,Personal Care,96.68,10,966.8,E-wallet,24/01/2024,19:48:00,Wednesday,48.34,918.46,8
INV-0578,B,Los Angeles,Normal,Female,Beverages,70.28,8,562.24,E-wallet,07/02/2024,14:53:00,Wednesday,28.11,534.13,3
INV-0579,A,New York,Normal,Male,Clothing,97.37,8,778.96,Cash,11/01/2024,19:23:00,Thursday,38.95,740.01,10
INV-0580,B,Los Angeles,Normal,Female,Personal Care,70.01,10,700.1,E-wallet,05/03/2024,11:52:00,Tuesday,35.01,665.09,7
INV-0581,C,Chicago,Member,Male,Clothing,43.4,6,260.4,E-wallet,07/03/2024,21:50:00,Thursday,13.02,247.38,10
INV-0582,C,Chicago,Member,Male,Snacks,13.52,7,94.64,Cash,28/02/2024,13:58:00,Wednesday,4.73,89.91,1
INV-0583,C,Chicago,Member,Female,Personal Care,34.4,2,68.8,Cash,01/02/2024,17:28:00,Thursday,3.44,65.36,2
INV-0584,A,New York,Normal,Male,Personal Care,36.12,10,361.2,E-wallet,22/03/2024,19:36:00,Friday,18.06,343.14,10
INV-0585,A,New York,Member,Female,Clothing,88.67,8,709.36,E-wallet,15/02/2024,19:32:00,Thursday,35.47,673.89,1
INV-0586,C,Chicago,Member,Female,Personal Care,11.51,4,46.04,Credit Card,08/01/2024,20:02:00,Monday,2.3,43.74,6
INV-0587,A,New York,Member,Male,Home Appliances,85.77,5,428.85,E-wallet,16/03/2024,08:55:00,Saturday,21.44,407.41,4
INV-0588,B,Los Angeles,Normal,Male,Beverages,10.52,5,52.6,E-wallet,07/03/2024,12:11:00,Thursday,2.63,49.97,2
INV-0589,B,Los Angeles,Normal,Female,Clothing,88.09,2,176.18,Cash,12/01/2024,16:21:00,Friday,8.81,167.37,7
INV-0590,C,Chicago,Normal,Male,Beverages,8.49,8,67.92,Credit Card,25/01/2024,08:45:00,Thursday,3.4,64.52,1
INV-0591,C,Chicago,Member,Female,Snacks,60.23,10,602.3,Credit Card,22/02/2024,16:20:00,Thursday,30.11,572.19,5
INV-0592,C,Chicago,Normal,Female,Home Appliances,21.59,9,194.31,E-wallet,24/03/2024,11:12:00,Sunday,9.72,184.59,4
INV-0593,A,New York,Member,Male,Beverages,99.27,5,496.35,Credit Card,27/03/2024,12:45:00,Wednesday,24.82,471.53,2
INV-0594,A,New York,Member,Male,Clothing,68.62,5,343.1,Cash,28/03/2024,15:18:00,Thursday,17.16,325.94,3
INV-0595,B,Los Angeles,Member,Female,Snacks,50.67,3,152.01,E-wallet,19/03/2024,17:12:00,Tuesday,7.6,144.41,2
INV-0596,B,Los Angeles,Normal,Male,Home Appliances,33.11,10,331.1,Cash,20/01/2024,21:56:00,Saturday,16.56,314.54,6
INV-0597,B,Los Angeles,Member,Female,Personal Care,60.84,2,121.68,Cash,31/01/2024,13:19:00,Wednesday,6.08,115.6,4
INV-0598,B,Los Angeles,Member,Female,Electronics,25.05,10,250.5,Credit Card,27/02/2024,19:07:00,Tuesday,12.53,237.97,1
INV-0599,C,Chicago,Normal,Male,Home Appliances,95.48,6,572.88,Credit Card,18/01/2024,17:16:00,Thursday,28.64,544.24,10
INV-0600,B,Los Angeles,Member,Male,Home Appliances,24.01,9,216.09,Cash,03/02/2024,14:49:00,Saturday,10.8,205.29,7
INV-0601,B,Los Angeles,Member,Female,Snacks,6.01,10,60.1,Cash,30/03/2024,11:36:00,Saturday,3.01,57.09,5
INV-0602,B,Los Angeles,Normal,Male,Snacks,11.9,3,35.7,Credit Card,26/03/2024,16:04:00,Tuesday,1.79,33.91,1
INV-0603,B,Los Angeles,Member,Male,Personal Care,27.03,1,27.03,Cash,21/03/2024,09:44:00,Thursday,1.35,25.68,6
INV-0604,C,Chicago,Member,Male,Home Appliances,82.54,2,165.08,Credit Card,15/02/2024,19:39:00,Thursday,8.25,156.83,5
INV-0605,C,Chicago,Normal,Female,Personal Care,99.56,8,796.48,E-wallet,27/01/2024,18:55:00,Saturday,39.82,756.66,5
INV-0606,B,Los Angeles,Member,Male,Clothing,39.92,10,399.2,Cash,09/01/2024,10:55:00,Tuesday,19.96,379.24,10
INV-0607,B,Los Angeles,Member,Female,Home Appliances,43.13,8,345.04,E-wallet,05/01/2024,10:47:00,Friday,17.25,327.79,9
INV-0608,A,New York,Normal,Female,Clothing,99.2,4,396.8,Credit Card,14/02/2024,10:01:00,Wednesday,19.84,376.96,5
INV-0609,B,Los Angeles,Normal,Male,Home Appliances,54.63,8,437.04,E-wallet,06/03/2024,12:52:00,Wednesday,21.85,415.19,2
